id,type,city,neighbourhood,street,rooms,price,entry_date,updated,agency,shared,furnished,elevator,aircon,parking,balcony,bars,safety_room,storage_room,renovated,boiler,pets,description,size,floor,max_floor,payments,arnona
"/rent/viewad,687479.aspx",דירה,תל אביב יפו,קרית שלום,צונזר,5.5,7000,גמיש,2022-08-04,private,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"
",100,1,1,12,650
"/rent/viewad,687891.aspx",דירה,תל אביב יפו,צפון החדש,אבן גבירול,2,7000,מיידי,2022-08-27,private,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"
",80,4,4,12,0
"/rent/viewad,688635.aspx",דירה,אור יהודה,גינדי בית בפארק,כנען,5,7000,מיידי,2022-09-17,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"דירת מיני פנטהאוז 5 חדרים, חדשה מהקבלן, מרווחת ומוארת - 124 מ״ר + מרפסת 20 מ״ר המשקיפה על פארק.
הדירה כוללת חדר מאסטר הורים עם פרקט, שני חדרי שינה, ממ״ד וחדר שירות. סלון מרווח, מטבח משודרג ושתי חניות תת קרקעיות.
כניסה גמישה בתחילת ספטמבר
",144,8,9,12,0
"/rent/viewad,689247.aspx",דירה,חולון,קרית בן גוריון,אורי צבי גרינברג,5,7000,מיידי,2022-09-22,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"להשכרה, דירה 5 חדרים + ממ""ד, קומה 3, בחולון במצב מעולה משופצת: דלתות אלון בכל החדרים, מיזוג מרכזי, ארונות אמבטיה חדשים ומרפסת שמש נהדרת.
",110,0,0,1,0
"/rent/viewad,689360.aspx",דירה,רמת גן,מרום נווה,רימלט,4,7000,01/11/2022,2022-09-28,private,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE," פירוט הריהוט: ארונות קיר + חדר ארונות 
",117,11,14,12,0
"/rent/viewad,690107.aspx",דירה,תל אביב יפו,הצפון הישן,חוני המעגל,2,7000,01/12/2022,2022-10-28,private,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"להשכרה מתחילת דצמבר דירה מרווחת בת שני חדרים כ65 מ""ר חדר שינה וסלון מחובר עם מטבח תל אביב הצפון הישן אמבטיה מרווחת הדירה תהיה ריקה מרוב הרהיטים יש חדר ארונות בחדר השינה
",65,0,0,12,0
"/rent/viewad,690161.aspx",דירה,ירושלים,קטמון הישנה,הטייסים,3,6850,מיידי,2022-12-27,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"דירה מקסימה ומוארת משופצת בגימור יוקרתי. שירותים כפולים, מרפסת סוכה 12 מ""ר. הסקה מרכזית. מיקום מעולה ושקט.
Prime location
Renovated
Sukka balcony פירוט הריהוט: ארונות קיר 
",82,3,3,12,1200
"/rent/viewad,690171.aspx",דירה,רמת גן,מרכז,עוזיאל,4,6800,מיידי,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"דירה בבניין חדש בסמוך לתאטרון רמת גן ובית צבי.
פירוט הריהוט: ארון קיר, ספה נפתחת
",80,0,5,12,800
"/rent/viewad,690681.aspx",דירה,ירושלים,קטמון הישנה,כ''ט בנובמבר,3,6800,20/11/2022,2022-11-15,private,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"דירה נעימה מאוד בקטמון הישנה, מרוהטת ומאובזרת להשכרה לטווח ארוך.
הדירה מוארת היטב, מרוהטת מלא. שני חדרי אמבטיה ומרפסת גדולה, חניה משותפת, מעלית ורמפה מהחניה מאפשרים גישה גם לנכים. לבניין מקלט וגינה קטנה. קרובה לחנויות, בתי קנסת ולאזורי בילוי (תיאטרון ירושלים, עמק רפאים, מתחם הנסן, תחנה ראשונה)
פירוט הריהוט: ארונות קיר בשני חדרי שינה, מטה זוגית, ריהוט סלון, ארון ספרים, טלוויזיה, מכונת כביסה, מטבח קומפלט (תנור, מקרר, מדיח כלים ועוד)

",80,2,4,12,620
"/rent/viewad,691348.aspx",יחידת דיור,הרצליה,הרצליה פיתוח,דוד המלך,4,6700,גמיש,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"דירה יפה בבית פרטי עם חצר קטנה וכניסה נפרדת פרטיות מלאה בית גדול עם חדר כביסה מוארת ויפה
תריסי חשמל
במיקום מצוין קרוב לאוטלט ו10 דקות מהים
דירה ליחיד פירוט הריהוט: מטבח מאובזר סלון מיטות שולחן אוכל ועוד 
",70,0,0,12,200
"/rent/viewad,691809.aspx",דירה,תל אביב יפו,הצפון הישן,אבן גבירול,3,6750,05/02/2023,2023-01-02,private,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"נכס במיקום מעולה.
קרוב לכל.
לכיכר רבין. לכיכר מילאנו, לירקון, לנמל תל אביב.
דירה שטופת שמש ואור.
סורגים חלקי בחלון אחד צפוני. פירוט הריהוט: ארון ועוד פריטים שנשארים
",72,1,3,12,400
"/rent/viewad,691819.aspx",דירת גן,ירושלים,פסגת זאב,שמואל תמיר,5,6800,מיידי,2023-01-02,private,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE," דירת גן 5 חדרים קומה 2 מאורת ויפה ,עם 4 כיווני אוויר,קרובה לסופרים רכבת הקלה גנים ולכל מה שצריך.מפרסת ענקית לנוף מהמם,גינה,מחסנים,כניסה פרטית,מיזוג בכל הבית,סלון גדול וחדרים מרווחים
לעוד פרטים חייגו 052-8796383
פירוט הריהוט: ארונות קיר גדולות , ארונות חדרי ילדים ,מזנון,מקרר
",140,2,3,1,0
"/rent/viewad,692274.aspx",דירה,חיפה,נאות פרס,נוי,4.5,6800,01/03/2023,2023-01-23,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"דירה חדשה, קרובה לתחנת הרכבת חוף הכרמל בחיפה 2 חניות, דוד שמש, נוף לים, 3 שירותים, נגישה לנכים.
",135,8,0,12,1700
"/rent/viewad,580299.aspx",דירה,רעננה,,שביל הזהב,4.5,6500,10/07/2014,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"קומה גבוהה, נוף פתוח, במצב מצוין. כולל מיזוג מרכזי וחניה. ההשכרה לשנתיים עם אפשרות להארכה . ללא תיווך. פירוט הריהוט: חדר ארונות, מטבח, תנור+ גז ,ארון בגדים חדר ילדים, ספריה + שולחן עבודה. 
",125,12,14,12,0
"/rent/viewad,642145.aspx",דירה,ירושלים,,הפלמ''ח,3.5,6700,מיידי,2020-11-26,private,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"נוף מדהים מוארת
2 שרותים
שווה לראות פירוט הריהוט: ריהוט מלא 
",NA,3,4,10,0
"/rent/viewad,658989.aspx",דירה,הרצליה,ויצמן,הקוצרים,5,6500,מיידי,2023-01-26,private,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"
",NA,1,0,12,0
"/rent/viewad,667911.aspx",דירה,הרצליה,הרצליה הירוקה,הדר,1,6500,מיידי,2023-01-26,private,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"דירה יפה משופצת כולל אמבטיה ריצוף גרנית פורצלן פרקט בחדרים תריסי גלילה כולל רשתות מטבח מעץ מלא כולל בוצר פירוט הריהוט: ארונות קיר בחדרים
",110,1,4,12,950
"/rent/viewad,685509.aspx",דו משפחתי,הוד השרון,גני צבי,ההגנה 17,4.5,6500,01/07/2022,2023-01-26,private,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"איזור שקט מערב הוד השרון כפרי רגוע ירוק 2קמ ממרכז העיר או קניון מרגליות המיבנה 2 מיפלסים
חצר גדולה מוסדות חינוך תחבורה ציבורית שפע של חניה
לתווך ארוך ! שכנים טובים והרבה פרטיות
פירוט הריהוט: ארון קיר 
",110,0,0,12,600
"/rent/viewad,685661.aspx",דירה,פתח תקווה,קרית אלון,רוקח,4,6700,מיידי,2022-05-18,private,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"הדירה משופצת, 4 חדרים, 4 דיירים,
2 חצרות פנימית ואחורית, הכל חדש.
מחיר גמיש לרצינים.
תודה תיווך אוסנת
",80,1,2,12,600
"/rent/viewad,686313.aspx",דירה,פתח תקוה,כפר גנים א,מוסטובוי,5,6700,01/08/2022,2022-07-20,private,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"דירה גדולה עם גג 4 חדרים למטה ופינת אוכל ומטבח גדולים חדר אחד למעלה גג מרוצף עם כניסה לבית ולחדר מדרגות רחוב שקט ללא מוצא חניה כפולה מקורה דוד שמש מחסן על הגג פירוט הריהוט: 4 ארונות קיר
",130,4,4,12,1300
"/rent/viewad,688042.aspx",דירה,ירושלים,קרית משה,שדרות הרצל,3.5,6600,מיידי,2022-08-19,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"
",80,2,0,12,0
"/rent/viewad,688231.aspx",דירה,שוהם,הדרים,האתרוג 38,4,6500,מיידי,2023-01-26,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"ללא תיווך דירת 4 חדרים חדשה בשכונה החדשה בשוהם. כיוון דרום מערב, מוארת ונעימה, מטבח מושקע ביותר - לא מטבח קבלן! מלא אחסון, דלתות טריקה שקטה אי לישיבה / משטח עבודה, כיור וברז יוקרתיים של בלאנקו , מזגן מרכזי , 2 חניות עוקבות תת קרקעיות צמודות ללובי, מחסן 6 מטר, רשתות בכל החלונות והמרפסת, מרפסת 10 מטר עם נק מים וגז, לא בתמונות, גופי תאורה יוקרתיים צמודי תקרה
",110,2,6,12,0
"/rent/viewad,688299.aspx",דירה,חולון,אגרובנק,אביבים,4,6500,28/09/2022,2023-01-26,private,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"הדירה נמצאת ברחוב מאוד מבוקש נוח מאוד לכניסה ויציאה החוצה לכל כיוון , מאוד מתאימה לזוג מבוגר פירוט הריהוט: דירה מרוהטת ומאובזרת מלא , כולל הכל ,יש להגיע רק עם הבגדים הכל ישנו בדירה.
צריך לראות ולהתרשם !!!!!!!
",90,5,9,12,750
"/rent/viewad,689046.aspx",דירה,תל אביב יפו,יד אליהו,דרך משה דיין,4,6500,15/10/2022,2023-01-26,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE," בניין 8 קומות דרום מזרח-דירה בקומה 5 גדולה 100 ממ""ר. 3 חדרי שינה. +סלון גדול. מטבח ופינת אוכל/מרפסת. 2שירותים. 2 מקלחות. מזגנים. ב-2 חדרי שינה דלת פלדלת. 2 מעליות 1 של שבת. מסביב לבניין מגרש חנייה גדול. בשנה זו מתוכנן בניית מרפסת שמש בגודל 15 ממ""ר. פירוט הריהוט: יתכן ויהיה אפשרי לשותפים
",95,5,8,12,0
"/rent/viewad,689358.aspx",קוטג,נהריה,,העלייה,4.5,6700,גמיש,2022-09-29,private,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"קוטג' משגע על הים! ברחוב יוקרתי, חניה מקורה ופרטית כולל שער חשמלי, 2 גינות מטופחות, יחידת הורים, בית מרווח, מזגנים
",150,0,0,12,1800
"/rent/viewad,690101.aspx",דירה,הרצליה,הרצליה פיתוח,דוד המלך,4,6700,מיידי,2023-01-26,private,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"מרתף גבוה מואר ומאווורר עם חצרות אנגלית וכניסה רחבה ופרטית במיקום מצוין מס דקות מהים בנוסף יש גם חדר כביסה חשמל חכם תריסים חשמליים ועוד במיקום ליד מחבואה ציבורית בית שקט ביותר פירוט הריהוט: ארון בגדים ספה שולחן כבאות מטבח מאובזר
",80,0,0,12,0
"/rent/viewad,691226.aspx",דירת סטודיו,תל אביב יפו,לב העיר,נחמני,1,6700,מיידי,2023-01-26,private,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ברחוב כרמיה 9 בקרבת רוטשילד ותיאטרון הבימה
דירת סטודיו מעוצבת נקייה ומסודרת ובה כל הדרוש לשהייה נעימה ובטוחה. הדירה, בקומה שלישית עם מעלית והבית כולו משופץ ומטופח. מתאימה ליחידים/יחידות אפשרי גם חוזה קצר טווח .
פירוט הריהוט: ריהוט מלא
",45,4,4,12,150
"/rent/viewad,692040.aspx",דירה,רמת גן,יהלום,אלכסנדר,3.5,6700,מיידי,2023-01-10,private,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"דירה מהממת, מרכזית ביותר, מרחק פסיעה מכל השירותים הדרושים.. סופר, קופ״ח, תחבורה, בתי ספר, גנים ועוד , סמטה מביאליק ו קריניצי , כיווני אוויר צפון ומערב . שני שירותים , מקלחון, אמבטית ילדים חדר עם פרקט ורק טוב .. פירוט הריהוט: ארון קיר בחצי חדר. כיריים ותנור בילט אין במטבח 
",85,3,3,12,950
"/rent/viewad,692145.aspx",דירה,רמת גן,שכונת הגפן,דרך אבא הלל,4,6500,מיידי,2023-01-15,private,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"מיקום מרכזי קרוב לי תחבור ציבורית, חינוך, פארק הירקון, קניון איילון,
דמי ועד 80 שח פירוט הריהוט: מזגן חדש, ארון בכל חדר, מיטה זוגית ללא מזרון, מיטת ילדים, ספה 3 מושבים, תנור , מקרו, גז
",76,1,2,12,500
"/rent/viewad,692159.aspx",דירה,תל אביב יפו,תל אביב מזרח,שדרות נורדאו,2.5,6500,מיידי,2023-01-16,private,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"
",40,0,0,12,200
"/rent/viewad,692164.aspx",דירת גן,צור יצחק,פרויקט Once,נחל פולג,5,6700,01/01/2023,2023-01-16,private,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"להשכרה דירת גן בנחל פולג:
ללא תיווך
דירת גן, כניסה מהבניין וכניסה נגישה מהחניון- הדירה שמורה ומתחוזקת בת 4 שנים.
🏡בניין מדהים עם שכנים נפלאים וועד מדהים.
2 חניות, שלוש חדרי שירותים ומחסן עם גישה מהבית.
✅דירת 5 חדרים עם מרחב משפחה ומטבח מרוחב מאוד ונוח. מעוצבת, נעימה ומושקעת.
✅ ירידה לפרטים ואפשרויות רבות, חשמל לחניה, אפשרות למחמם מים בגז, הכנות למטבח חוץ עם פרגולה, מזגנים בחדרים ומזגן מרכזי ועוד...
✅גינה גדולה ומושקעת עם מגוון עצי פרי (נותנים פרי), תאורה ומרחב מרוצף.
126 מ""ר בנוי, 143 מ""ר חצר
ללא תיווך, להשכרה לטווח ארוך.
",126,0,0,1,0
"/rent/viewad,692228.aspx",דירה,בת ים,חוף הים,ז'בוטנסקי 2,4,6500,מיידי,2023-01-19,private,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"הדירה נמצאת קו ראשון לים ,במקום מרכזי מאוד .ישנם ביה""ס בקרבת הדירה +גני ילדים , מתנ""ס +חנויות וסופר קרובים .
ללא דמי תיווך !!! פירוט הריהוט: מזגנים 2x , מקרר , תנור חדר שינה כולל שידה וארון , חדר ארונות קטן ,
פינת אוכל , מיטת יחיד , ארון קטן נוסף , מזנון ענק ...
",100,1,18,12,0
"/rent/viewad,692436.aspx",דירה,גבעת שמואל,רמת אילן,רחבת אילן,5,6700,גמיש,2023-01-20,private,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"דירה מחודשת ומשופצת, 5 חדרים, פונה לפארק, קומה גבוהה, 120 מ, מזגנים בכל חדר, 2 דירות בקומה, 6700 שח פירוט הריהוט: הרבה ארונות קיר, כל שאר הריהוט למכירה
",120,6,8,11,1200
"/rent/viewad,571946.aspx",דירה,תל אביב יפו,ארלוזורוב,ארלוזורוב,3,6400,01/07/2019,2020-11-09,private,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"דירה יפיפיה ומוארת, שופצה ע""י אדריכל, מזגנים, פרקט בחדרים, שקטה מאוד עורפית.
כניסה מארלוזורוב 174 או מסמטת בארי 1 (כניסה משני הרחובות לבניין.
מתאים לשותפים, זוג או זוג עם ילד
אפשרי בע""ח מעל גינת גורדון.
ללא תיווך!
",80,4,4,12,600
"/rent/viewad,576533.aspx",בית פרטי,שדה ורבורג,,הדרים,2.5,6500,15/06/2014,2020-11-16,private,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"להשכרה . שדה ורבורג בשרון. בית פרטי 2.5 לבד על 7 דונם. משופץ. מזגן. דוד שמש גדול. מטבח מושקע. ארוות סוסים. מנז'. גינה מטופחת . שביל כורכר עטור עצי זית מוביל אל הבית .בצל עץ זית עתיק ניצבת קליניקה-סטודיו צופה למדשאה עטופה בערוגות שיחים ופרחים (השראת מורשת גינון קוטג' בריטי). חוטמיות וחמניות עולות .פרי הפיטנגו מחליף את צבעו מירוק לכתום ואדום קרימזון בפינת הישיבה . מאחורי הבית עצי הדר -תפוז קלמטינה פומלה אשכולית לימון. בבוסתן שסק, גפן , אבוקדו, מנגו אנונה, גויאבה ,תאנה , אגוז מקדמיה, רימונים. ביתן התרנגלות הקטן בבוסתן מאפשר לתרנגולות בלאדי לנקר מטעמים מהאדמה, בשביל לאורך החומה בסבך אלונים וחרובים נעים הקיפודים. בבריכת הצפרדעים משכשכים האווזים. בארווה תאים מושקעים לסוסים. מנאז'. חצר גדולה .מרעה. דררות ירוקות חגות בדרכן אל מטע הפקאנים. חולד חופר תלולית מאדמת החמרה האדמומית. ארנבת הבר אימצה את הבוסתן ומבקרת את התרנגולות. מתאים למגורים כפריים וגם ליוזמה ירוקה קרוב לבית. ניתן לראות את רצועת ההרים הכחולים באופק. מרחבים ופרטיות.
לפרטים 02-6722045 0545290547
",69,0,0,4,0
"/rent/viewad,582026.aspx",דירה,יהוד מונוסון,קרית הסביונים,מנחם בגין,4,6400,מיידי,2020-11-10,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"
",NA,11,12,12,0
"/rent/viewad,641169.aspx",דירה,Tel Aviv,Gan Ha'Ir,Bloch,3,6500,מיידי,2020-11-22,private,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"additional toilet ,
suitable for a couple
No pets please
Private no agent involved.
Long lease פירוט הריהוט: blinds, three air conditioners, Double glazed window screens, window bars
cupboard will be installed in main bedroom
light fittings
",58,0,0,12,450
"/rent/viewad,641569.aspx",דירת גן,רמת גן,,איינשטין,4,6500,01/11/2017,2020-11-04,private,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"דירת 4 חדרים משופצת עם גינה מדהימה (חצר אחורית של 50 מ""ר).
רחוב קטן שרט ויוקרתי.
לטווח ארוך, ללא תיווך ולא למתווכים.
פירוט הריהוט: תנור משולב עם כיריים, שולחן ומיזנון לסלון, מיטה זוגית עם מיזרון, פי ת אוכל
",80,0,2,12,700
"/rent/viewad,642588.aspx",דירה,רמת גן,נגבה,נרדימון,4,6400,מיידי,2023-01-26,private,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"מרפסת שמש בסלון
ובנוסף מרפסת שמש בחדר הורים! פירוט הריהוט: דירה חדשה בבניין בן כ- שנתיים סביבה שקטה מאוד בקירבת גנים ובתי ספר הרחוב נימצא באחת הסמטאות של תל חי.

",100,3,6,12,0
"/rent/viewad,642594.aspx",וילה,ירושלים,,שלמה ומשה תג׳׳3,7,6500,מיידי,2020-11-09,private,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"וילה ענקית באזור החדש של פסגת זאב!
כל הקודם זוכה!!! וילה 7.5 חדרים
כולל יחידת הורים עם כניסה פרטית, ועוד 2 חדרי שינה עם כניסה פרטית, גינה ענקית, מזגן בכל חדר, 2 מטבחחים, סלון ענקי!
2 מרפסות עם נוף אינסופי מדהים לכיוון ים המלח.
3 שרותים, 2 מקלחות.
חניה פרטית ל 2 רכבים.
סורגים, תריסים. רחוב שקט וסביבה נעימה.
054-5425271
054-7897935
",180,0,0,12,0
"/rent/viewad,644583.aspx",דופלקס,נתניה,מרכז נתניה,"שדרות איתמר בן אב""י",3.5,6500,מיידי,2020-10-28,private,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"קיימם כל האופציות:
-מרוהטת
-לא מרוהטת
-שיפוץ או מצב קיים פירוט הריהוט: דו מפלסי
מרוהטת הכול
פנטהאוז ענק
",100,4,5,12,415
"/rent/viewad,654639.aspx",דירה,הרצליה,הרצליה הצעירה,צבי שפירא,3.5,6500,גמיש,2022-08-29,private,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"שקטה,פרטיות,מוארת ,חדרים עורפיים גדולים בבנין בוטיק
3 כיווני אוויר (דרום צפון ומערב)
מטבח אמריקאי ענקי ומאובזר+מזווה לאחסון, פרקט בחדרים וריצוף גרניט פורצלן
פירוט הריהוט: תנור מובנה ,מדיח וכיריים וכן נברשות בכל הדירה
ארון קיר +מיטה
",85,2,3,4,0
"/rent/viewad,656812.aspx",דירה,רמת גן,רמת גן,העמל,4,6500,מיידי,2020-11-15,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"דירת 4 חדרים יפייפיה עם המון שמש קרוב מאוד לבית ספר וגינה ציבורית. דירה בבנין חדש. הדירה נצבעה לא מזמן מיקום מרכזי ונוח שקט. לרציניים בלבד!
",80,1,8,12,0
"/rent/viewad,656826.aspx",דירה,תל אביב יפו,,מזרחי,2,6500,מיידי,2020-11-15,private,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-בניין בוטיק חדש מעוצב ומתחוזק ברמה גבוהה
-הדירה מרווחת, מודרני, מוארת וסופר מושקעת
-יש חניה בשפע ברחוב בסוך כל יום החל מהשעה 16:30
- אין הסכמה לבעלי חיים
פירוט הריהוט: כל הרהיטים אשר צמודי קיר:
מטבח מלא
שולחן אוכל, כסאות, שולחן בסלון, מיטה, ארונות קיר, שולחן סלון
",60,1,4,12,300
"/rent/viewad,656946.aspx",דירה,רחובות,מרכז העיר,מרשוב,3,6500,מיידי,2023-01-14,private,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"נוכח המשך מגפת הקורונה אנחנו נותנים מחיר מיוחד לשבוע בידוד בסך 2000 ש""ח .
",58,1,5,1,0
"/rent/viewad,663871.aspx",דירה,ראשון לציון,רקפות,יעקב בן סירא,1,6500,01/01/2020,2020-11-25,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"5 חדרים 3 שירותים 3 כווני אויר
חדשה מקבלן
",130,5,7,12,0
"/rent/viewad,673141.aspx",דירה,תל אביב יפו,נווה שאנן,הקונגרס,3.5,6400,מיידי,2020-11-26,private,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"דירה משופצת, מטבח חדש.3 חדרים גדולים מתאימה לשותפים פירוט הריהוט: מקרר,כיריים, מכונת כביסה,ארונות
",100,2,3,12,750
"/rent/viewad,679616.aspx",דירה,בת ים,דרך בן גוריון,דרך בן גוריון,3,6500,01/09/2021,2021-07-29,private,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"
דירה 3 חדרים קו ראשון לים עם חזית חלון פנורמי המשקיף אל חוף הסלע
מרווחת ומוארת.
ברחוב דרך בן גוריון - טיילת בת ים (צפוני)
94 מטר.
מרוהטת.
משופצת ומעוצבת עם מטבח שף מקצועי.
4 מזגנים - בשני חדרי שינה, בסלון ובמטבח.
מעלית.
חניה משותפת לבניין על בסיס מקום פנוי.
מחיר - 6,500 ש""ח
כניסה ב1 לספטמבר.
*חוזה לשנתיים מינימום
*לא שותפים
לפרטים נוספים - 052-8814143 WhatsApp בלבד,
מרב. פירוט הריהוט: דיי ריהוט מלא ..ספה גדולה, מיטה זוגית 180x200, 2 מזרוני יחיד
מיטה/ זולה, ארון בגדים, אורוניות + שידות + מקרר מיקרוגל
מדיח, מכונת כביסה,מייבש,שולחן אוכל כסאות, טלוויזיה, ועוד...
(אין תנור אפיה )
",94,3,8,12,1000
"/rent/viewad,682801.aspx",דירה,תל אביב יפו,נוה חן,מעפילי אגוז,4,6400,26/12/2021,2022-01-12,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"דירה חדשה מקבלן לא התגוררו בנכס , בנין אחרי תמ""א 38
כל הדירה חדשה לרבות מטבח ,מקלחת ,שירותים
",100,5,7,12,680
"/rent/viewad,682869.aspx",בית פרטי,קרית גת,כרמי גת,ישפה,5,6500,מיידי,2021-12-28,private,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"בית קרקע ענק 370 מ""ר עם גינה, חדש מקבלן, 5 חדרים 130 מ""ר, 2 מקלחונים, 3 חדרי שירותים, כולל מזגן בכל חדר, עם גינה 220 מ""ר ודשא סינטטי , כולל 2 חניות פרטיות. שווא לראות. כניסה מיידית
",130,0,0,12,0
"/rent/viewad,685722.aspx",דירה,רעננה,ויצמן,מרדכי אנילביץ',4,6500,מיידי,2022-05-22,private,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"מקום שקט שכנים טובים נוף להרי השומרון
",114,5,0,12,1450
